369,C00573485,FLORIDA RISING PAC,QUARTERLY FILER
370,C00582239,FLORIDAMERICAN CONSERVATIVES,QUARTERLY FILER
371,C00577049,FLORIDIANS FOR A STRONG MIDDLE CLASS,QUARTERLY FILER
372,C00582437,FOCUS NJ,QUARTERLY FILER
373,C00579250,FOCUS ON FAMILIES,QUARTERLY FILER
374,C00586412,FOR THE PEOPLE USA,QUARTERLY FILER
375,C00568998,FOR WEST TEXAS PAC,QUARTERLY FILER
376,C00542977,FOREST LANDOWNERS SUPER PAC,QUARTERLY FILER
377,C00572867,FOREVER FREE PAC,MONTHLY FILER
378,C00578625,FORWARD FOR A CHANGE,QUARTERLY FILER
379,C00555862,FOUNDATION FOR A GREATER AMERICA INC,QUARTERLY FILER
380,C00583062,FREE AMERICANS AGAINST NAGGING IMBECILES,QUARTERLY FILER
381,C00553115,FREE ENTERPRISE LEADERSHIP INITIATIVE,QUARTERLY FILER
382,C00548362,FREEDOM AND OPPORTUNITY PAC INC,QUARTERLY FILER
383,C00498519,FREEDOM BORN FUND,QUARTERLY FILER
384,C00509919,FREEDOM COUNTRY FUND,QUARTERLY FILER
385,C00496372,FREEDOM FRONTIER ACTION NETWORK,QUARTERLY FILER
386,C00516112,FREEDOM FUND FOR AMERICA'S FUTURE INC,QUARTERLY FILER
387,C00532564,FREEDOM FUND NORTH AMERICA,QUARTERLY FILER
388,C00564765,FREEDOM PARTNERS ACTION FUND INC,QUARTERLY FILER
389,C00492504,FREEDOM PATH ACTION NETWORK,QUARTERLY FILER
390,C00517433,FREEDOM PIONEERS ACTION NETWORK,QUARTERLY FILER
391,C00509927,FREEDOM PLAINS ACTION NETWORK,QUARTERLY FILER
392,C00582056,FREEDOM UNINCORPORATED,QUARTERLY FILER
393,C00547992,FREEDOM'S FRONTIER,QUARTERLY FILER
394,C00533992,FREEDOMS DEFENSE SUPERFUND,QUARTERLY FILER
395,C00499020,FREEDOMWORKS FOR AMERICA,QUARTERLY FILER
396,C00574962,FREELANCERS AND MICRO-ENTREPRENEURS (FAME) PAC,QUARTERLY FILER
397,C00570572,FREEPAC,QUARTERLY FILER
398,C00575845,FREETHOUGHT EQUALITY SUPER PAC,QUARTERLY FILER
399,C00363390,FRIENDS FOR A DEMOCRATIC WHITE HOUSE PAC INC,QUARTERLY FILER
400,C00517276,FRIENDS OF TRADITIONAL BANKING INC,QUARTERLY FILER
401,C00518548,FRIENDS UNITED POLITICAL ACTION COMMITTEE,QUARTERLY FILER
402,C00561167,FULL TIME AMERICA,QUARTERLY FILER
403,C00541037,FUND FOR LOUISIANA'S FUTURE; THE,QUARTERLY FILER
404,C00574533,FUTURE45,QUARTERLY FILER
405,C00555847,GAME CHANGER PAC,MONTHLY FILER
406,C00526327,GARDEN STATE LIBERTY PAC,QUARTERLY FILER
407,C00548313,GATES OF LEARNING,QUARTERLY FILER
408,C00532630,GEAUX PAC,QUARTERLY FILER
409,C00550277,GEM STATE PROSPERITY FUND INC.,QUARTERLY FILER
410,C00578724,GENERATION FORWARD PAC,QUARTERLY FILER
411,C00526749,GEORGIA HORSE ASSOCIATION,QUARTERLY FILER
412,C00586248,GEORGIA'S OWN FOUNDATION,QUARTERLY FILER
413,C00560854,GLOBAL DEMOCRATIC PAC,QUARTERLY FILER
414,C00570838,GLOBAL STRATEGY FOUNDATION POLITICAL ACTION COMMITTEE,QUARTERLY FILER
415,C00573147,"GO BIG GO BOLD PAC, INC.",QUARTERLY FILER
416,C00576389,GO GREEN ARIZONA,QUARTERLY FILER
417,C00524900,GO PEP RALLY.ORG,QUARTERLY FILER
418,C00541045,GOAL WESTPAC,QUARTERLY FILER
419,C00586610,GOOD JOBS AND STRONG COMMUNITIES PAC,QUARTERLY FILER
420,C00567024,GOTV USA INDEPENDENT EXPENDITURE POLITICAL ACTION COMMITTEE,QUARTERLY FILER
421,C00498832,GOVERNMENT INTEGRITY FUND ACTION NETWORK; THE,QUARTERLY FILER
422,C00579623,GRADUATE AMERICA,QUARTERLY FILER
423,C00529818,GRAND OLD PRINCIPLES,QUARTERLY FILER
424,C00580381,GRANITE STATE SOLUTIONS,QUARTERLY FILER
425,C00515098,GRASSROOTS FOR LIBERTY,QUARTERLY FILER
426,C00524363,GREAT LAKES SUPER POLITICAL ACTION COMMITTEE,QUARTERLY FILER
427,C00561506,GREEN HOME RELIEF,QUARTERLY FILER
428,C00545152,GROW NC STRONG INC,QUARTERLY FILER
429,C00490292,GROW PAC,QUARTERLY FILER
430,C00564716,GROW WV INC,QUARTERLY FILER
431,C00576413,GROWERS OF AMERICA,QUARTERLY FILER
432,C00568659,GROWING AMERICA COALITION,QUARTERLY FILER
433,C00580340,"GROWTH & OPPORTUNITY PAC, INC.",QUARTERLY FILER
434,C00568840,GROWTH POLITICAL ACTION COMMITTEE ('GROWTH PAC'),QUARTERLY FILER
435,C00570150,H2MHGOD GOLFING,QUARTERLY FILER
436,C00524058,HAPHAK AMERICA,QUARTERLY FILER
437,C00530758,HARDWORKING AMERICANS COMMITTEE,QUARTERLY FILER
438,C00546002,HARRISON COUNTY WV VICTORY FUND,QUARTERLY FILER
439,C00527580,HAWAII HORSE ASSOCIATION,QUARTERLY FILER
440,C00582031,HC4DT,QUARTERLY FILER
441,C00570556,HEALTHY AMERICA,QUARTERLY FILER
442,C00544551,HEARTLAND RESURGENCE,QUARTERLY FILER
443,C00576462,HEARTS & MINDS CONSERVATIVE SUPER PAC,QUARTERLY FILER
444,C00583690,HECK NO JOE,QUARTERLY FILER
445,C00586511,HELPING AMERICA NEVER STOPS,QUARTERLY FILER
446,C00566620,HILARY SHMILARY PAC,QUARTERLY FILER
447,C00569574,HIP HOP UNITED,QUARTERLY FILER
448,C00531616,HISPANIC LEADERSHIP FUND ACTION,QUARTERLY FILER
449,C00509802,HISPANIC VOTE POLITICAL ACTION COMMITTEE,QUARTERLY FILER
450,C00528901,HOMETOWN FREEDOM ACTION NETWORK,QUARTERLY FILER
451,C00565499,HONEST WEST VIRGINIANS,QUARTERLY FILER
452,C00579342,HONOR THE USA,QUARTERLY FILER
453,C00587097,HOUSE FREEDOM ACTION FUND,QUARTERLY FILER
454,C00495028,HOUSE MAJORITY PAC,QUARTERLY FILER
455,C00538827,HUMAN ACTION SUPER PAC,QUARTERLY FILER
456,C00508440,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,MONTHLY FILER
457,C00563957,HUMANS FOR EARTH'S RIGHTS,QUARTERLY FILER
458,C00547968,HUNGERPAC,QUARTERLY FILER
459,C00541433,HUNTER ACTION FUND (HAF),QUARTERLY FILER
460,C00575266,I A T S E LOCAL #80,QUARTERLY FILER
461,C00586768,I AM DYSLEXIA LLC,QUARTERLY FILER
462,C00575597,I AMERICA ACHIEVING A MOST EXCELLENT FUTURE FOR ALL DEMOCRATS REPUBLICANS AND INDEPENDENTS,QUARTERLY FILER
463,C00571026,I CAN'T BREATHE,QUARTERLY FILER
464,C00526947,IDAHO HORSE ASSOCIATION,QUARTERLY FILER
465,C00559054,IF HE VOTES LIKE THAT IN SALEM IMAGINE WHAT HE WILL DO IN CONGRESS,QUARTERLY FILER
466,C00526772,ILLINOIS HORSE ASSOCIATION,QUARTERLY FILER
467,C00495259,"IMMIGRATION911, LLC",QUARTERLY FILER
468,C00588996,IMPACT AMERICA'S FUTURE,QUARTERLY FILER
469,C00583054,IMPACT MILLENNIAL,QUARTERLY FILER
470,C00523100,IMPROVING LIFE IN THE AMERICAS AND CARIBBEAN PAC,QUARTERLY FILER
471,C00530832,IN GOD WE TRUST,QUARTERLY FILER
472,C00526244,IN OUR MOTHERS NAME,QUARTERLY FILER
473,C00532705,INDEPENDENCE USA PAC,MONTHLY FILER
474,C00562405,INDEPENDENT LEADERSHIP FOR NEW HAMPSHIRE PAC,QUARTERLY FILER
475,C00572743,INDEPENDENT VOICE FOR ILLINOIS PAC,QUARTERLY FILER
476,C00567008,INDEPENDENT WORKERS FOR A BETTER HAWAII,QUARTERLY FILER
477,C00526764,INDIANA HORSE ASSOCIATION,QUARTERLY FILER
478,C00522474,INDIANA REPUBLICAN ASSEMBLY SUPER PAC,QUARTERLY FILER
479,C00570051,INFRASTRUCTURE PAC INC 527 FUND,QUARTERLY FILER
480,C00568261,INLAND EMPIRE TAXPAYERS ASSOCIATION FEDERAL PAC,QUARTERLY FILER
481,C00570614,INNOVATIVE CRUSADERS OF TRUTH,QUARTERLY FILER
482,C00581660,INSIDEPROBE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,QUARTERLY FILER
483,C00528455,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES FEDERAL SPEECH PAC,MONTHLY FILER
484,C00573303,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL # 80,QUARTERLY FILER
485,C00573295,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,QUARTERLY FILER
486,C00579292,INVEST IN AMERICANS PAC,QUARTERLY FILER
487,C00526814,IOWA HORSE ASSOCIATION,QUARTERLY FILER
488,C00569251,IOWA PRIORITIES,QUARTERLY FILER
489,C00565846,IOWA VALUES,QUARTERLY FILER
490,C00568733,IPARTY SUPER PAC,QUARTERLY FILER
491,C00518530,IPSO FACTO,QUARTERLY FILER
492,C00580837,IRON DOME ALLIANCE,QUARTERLY FILER
493,C00572396,ISRAEL OF GOD PAC,QUARTERLY FILER
494,C00572891,ISSUES USA SUPERPAC,QUARTERLY FILER
495,C00583682,IT'S ABOUT KILLARY,QUARTERLY FILER
496,C00519785,IT'S NOW OR NEVER INC,QUARTERLY FILER
497,C00581173,JACKPAC,QUARTERLY FILER
498,C00571448,JAGUAR POLITICAL ACTION COMMITTEE,QUARTERLY FILER
499,C00503540,JAN PAC,QUARTERLY FILER
500,C00452847,JEWISH COUNCIL FOR EDUCATION AND RESEARCH,QUARTERLY FILER
501,C00579128,JOBS AMERICANS CAN LIVE ON,QUARTERLY FILER
502,C00549790,JOBS FOR HARLEM,QUARTERLY FILER
503,C00510701,JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC,QUARTERLY FILER
504,C00542464,JOHN BOLTON SUPER PAC,QUARTERLY FILER
505,C00578906,JRUZ PAC,QUARTERLY FILER
506,C00569392,JUDICAL FAIRNESS PROJECT; THE,QUARTERLY FILER
507,C00513879,JUST DRINK THE KOOLAID,QUARTERLY FILER
508,C00532374,JUST THE FACTS PAC,QUARTERLY FILER
509,C00578229,JUSTICE 4 KAROLINA INITIATIVE D/B/A THE KOALITION,QUARTERLY FILER
510,C00563296,KANSANS FOR RESPONSIBLE GOVERNMENT,QUARTERLY FILER
511,C00569582,KANSAS AG COMMUNITIES COALITION,QUARTERLY FILER
512,C00526806,KANSAS HORSE ASSOCIATION,QUARTERLY FILER
513,C00499525,KEEP CONSERVATIVES UNITED,QUARTERLY FILER
514,C00566489,KEEP GEORGIA RED,QUARTERLY FILER
515,C00575373,KEEP THE PROMISE I,QUARTERLY FILER
516,C00575431,KEEP THE PROMISE II,QUARTERLY FILER
517,C00575423,KEEP THE PROMISE III,QUARTERLY FILER
518,C00575415,KEEP THE PROMISE PAC,QUARTERLY FILER
519,C00524009,KEEPING USA STRONG,QUARTERLY FILER
520,C00572941,KELLIPAC,MONTHLY FILER
521,C00543256,"KENTUCKIANS FOR STRONG LEADERSHIP, INC.",QUARTERLY FILER
522,C00526855,KENTUCKY HORSE ASSOCIATION,QUARTERLY FILER
523,C00569160,"KEY QUESTIONS, KEY ANSWERS",QUARTERLY FILER
524,C00566802,KEY STATES,QUARTERLY FILER
525,C00541235,KIMPAC,QUARTERLY FILER
526,C00571158,KINGDOM PAC; THE,QUARTERLY FILER
527,C00569863,KLW POLITICAL FUND,QUARTERLY FILER
528,C00503458,LA FORWARD INC,QUARTERLY FILER
529,C00478420,"LANTERN PROJECT, THE",QUARTERLY FILER
530,C00515403,LATINO ALLIANCE NETWORK,QUARTERLY FILER
531,C00541789,LATINO AMERICAN SUPER PAC,QUARTERLY FILER
532,C00527937,LATINO DISTRICT DEFENSE FUND,QUARTERLY FILER
533,C00558429,LATINOS FOR 2020,QUARTERLY FILER
534,C00578104,LATINOS FOR GOVERNMENT,QUARTERLY FILER
535,C00569640,LATINOS FOR POLITICAL FREEDOM PAC,QUARTERLY FILER
536,C00508317,LEADERS FOR FAMILIES SUPER PAC INC,QUARTERLY FILER
537,C00571554,LEADERSHIP ALLIANCE,QUARTERLY FILER
538,C00556613,LEADERSHIP AMERICA PAC,QUARTERLY FILER
539,C00563007,LEADERSHIP AMERICA PAC - LA,QUARTERLY FILER
540,C00563098,LEADERSHIP AMERICA PAC - NC,QUARTERLY FILER
541,C00567552,LEADING AMERICA'S FUTURE,QUARTERLY FILER
542,C00486845,LEAGUE OF CONSERVATION VOTERS VICTORY FUND,MONTHLY FILER
543,C00542860,LEGALIZE MARIJUANA SUPER PAC.COM,QUARTERLY FILER
544,C00582700,LET AMERICA WORK,QUARTERLY FILER
545,C00586685,LET'S DO BETTER AMERICA ACTION FUND,QUARTERLY FILER
546,C00579425,LET'S MAKE IT BLUE PAC,MONTHLY FILER
547,C00588319,LET'S TRUMP POLITICS,QUARTERLY FILER
548,C00518043,LETOURPRESIDENTLEAD.COM,QUARTERLY FILER
549,C00557587,LETSALLVOTE.ORG,QUARTERLY FILER
550,C00587006,LEVERAGED PELICAN PAC,QUARTERLY FILER
551,C00541805,LGBT SUPER PAC,QUARTERLY FILER
552,C00572917,LIBERTY 2.0,QUARTERLY FILER
553,C00508598,LIBERTY ACTION PAC,QUARTERLY FILER
554,C00588566,LIBERTY AND FREEDOM PAC,QUARTERLY FILER
555,C00554782,LIBERTY AND LEADERSHIP FUND,QUARTERLY FILER
556,C00578807,LIBERTY EQUALS OPPORTUNITY,QUARTERLY FILER
557,C00569194,LIBERTY NOW,QUARTERLY FILER
558,C00518761,LIBERTY OR DEATH PAC,QUARTERLY FILER
559,C00514299,LIBERTY PRINCIPLES PAC INC,QUARTERLY FILER
560,C00519488,LIBERTY THROUGH GRASSROOTS EFFORTS SUPER PAC,QUARTERLY FILER
561,C00555904,LIBERTY4FLORIDA,QUARTERLY FILER
562,C00502963,LIFE CAUSE,QUARTERLY FILER
563,C00568964,LIUNA BUILDING AMERICA,QUARTERLY FILER
564,C00541458,LIVE AND LET LOVE,QUARTERLY FILER
565,C00531624,LOCAL VOICES,QUARTERLY FILER
566,C00570721,LONG ISLAND LAW ENFORCEMENT FOUNDATION,QUARTERLY FILER
567,C00562884,LOUD PAC,QUARTERLY FILER
568,C00527168,LOUISIANA HORSE ASSOCIATION,QUARTERLY FILER
569,C00569244,LOUISIANA PRIORITIES,QUARTERLY FILER
570,C00528034,LOUISIANA PROSPERITY FUND,QUARTERLY FILER
571,C00485854,LOUISIANA TRUTH PAC,QUARTERLY FILER
572,C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,QUARTERLY FILER
573,C00524520,MADISON ACTION FUND; THE,MONTHLY FILER
574,C00532515,MADISON PAC,QUARTERLY FILER
575,C00576405,MAIN SREET SUPERPAC,QUARTERLY FILER
576,C00577452,MAIN STREET PAC,QUARTERLY FILER
577,C00527606,MAINE HORSE ASSOCIATION,QUARTERLY FILER
578,C00547224,MAJORITY RULES PAC,QUARTERLY FILER
579,C00588905,MAKE AMERICA GREAT,QUARTERLY FILER
580,C00580373,MAKE AMERICA GREAT AGAIN,QUARTERLY FILER
581,C00527671,MAKE AMERICA STRONG AND SECURE PAC (MASS PAC),QUARTERLY FILER
582,C00553750,MAKE EDUCATION AFFORDABLE,QUARTERLY FILER
583,C00580357,MAKE LOUISIANA PROUD PAC,QUARTERLY FILER
584,C00584979,MAKE MICHIGAN FIRST NOW,QUARTERLY FILER
585,C00576207,MARIJUANA ECONOMIC REFORM & COMMERCIALIZATION INITIATIVE POLITICAL ACTION COMMITTEE,QUARTERLY FILER
586,C00558031,MARIJUANAISMEDICINESUPERPAC,QUARTERLY FILER
587,C00526889,MARYLAND HORSE ASSOCIATION,QUARTERLY FILER
588,C00581777,MARYLAND USA,QUARTERLY FILER
589,C00526822,MASSACHUSETTS HORSE ASSOCIATION,QUARTERLY FILER
590,C00449801,MATTHEW 25 NETWORK,QUARTERLY FILER
591,C00562587,MAYDAY PAC,QUARTERLY FILER
592,C00527515,MCBLACKPAC,QUARTERLY FILER
593,C00549246,MEDIA FOR AMERICA INC,QUARTERLY FILER
594,C00528471,MEDIA FUND SUPER PAC,QUARTERLY FILER
595,C00534529,MEDICINAL CANNABIS SUPERPAC,QUARTERLY FILER
596,C00569327,MEETING ROOM; THE,QUARTERLY FILER
597,C00569830,MEGALOI LOGOI,QUARTERLY FILER
598,C00501247,MEN AGAINST PROSTITUTION AND TRAFFICKING,QUARTERLY FILER
599,C00568931,MI PLANNED PARENTHOOD VOTES,QUARTERLY FILER
600,C00526798,MICHIGAN HORSE ASSOCIATION,QUARTERLY FILER
601,C00555094,MICHIGAN PIPE TRADE ASSOC INDEPENDENT EXEPENDITURE POLITICAL ACTION COMMITTEE (MPAC I E P,QUARTERLY FILER
602,C00541730,MIDDLE CLASS SUPER PAC,QUARTERLY FILER
603,C00512335,MIDDLE RESOLUTION FEDERAL PAC INC,QUARTERLY FILER
604,C00571257,MILLENNIAL PAC,QUARTERLY FILER
605,C00547380,MILLENNIALS FOR AMERICA,QUARTERLY FILER
606,C00555607,MILLENNIALS FOR FREEDOM POLITICAL ACTION COMMITTEE,QUARTERLY FILER
607,C00573568,MILLENNIALS NOW; THE,QUARTERLY FILER
608,C00571950,MILLENNIALS RISING PAC,QUARTERLY FILER
609,C00567768,MINISTERS OF PEACE,QUARTERLY FILER
610,C00526863,MINNESOTA HORSE ASSOCIATION,QUARTERLY FILER
611,C00573782,MISSION16 INC,QUARTERLY FILER
612,C00548354,MISSION: EQUALITY AND DEMOCRACY LLC,QUARTERLY FILER
613,C00572545,MISSISSIPPI ALLIANCE FOR CANNABIS,QUARTERLY FILER
614,C00554774,MISSISSIPPI CONSERVATIVES,QUARTERLY FILER
615,C00527572,MISSISSIPPI HORSE ASSOCIATION,QUARTERLY FILER
616,C00526111,MISSOURI HORSE ASSOCIATION,QUARTERLY FILER
617,C00561654,MODERATELY SPEAKING,QUARTERLY FILER
618,C00529107,MONSTAH PAC,QUARTERLY FILER
619,C00526897,MONTANA HORSE ASSOCIATION,QUARTERLY FILER
620,C00322958,MONTANA SHOOTING SPORTS ASSOCIATION POLITICAL COMMITTEE,QUARTERLY FILER
621,C00563155,MONTANANS FOR LIMITED GOVERNMENT,QUARTERLY FILER
622,C00547901,MORE WOMEN IN CONGRESS SUPER PAC,QUARTERLY FILER
623,C00562595,MORNING IN AMERICA PAC,QUARTERLY FILER
624,C00541649,MORNINGSTAR COALITION INC,QUARTERLY FILER
625,C00577866,MORRISON AND BURKE GROUP,QUARTERLY FILER
626,C00578377,MSC SUPER PAC: TENTACLES OF FREEDOM,QUARTERLY FILER
627,C00558049,MUNOZ GROUP PAC,QUARTERLY FILER
628,C00494799,MY AMERICA INC,QUARTERLY FILER
629,C00523423,"MY CAT XAVIER FOR A BETTER TOMORROW, TOMORROW",QUARTERLY FILER
630,C00583385,"MYTHIC HISTORY OF AMERICA, FOR AMERICA; THE",QUARTERLY FILER
631,C00567628,MYVOTECOUNTS2TOO,QUARTERLY FILER
632,C00488742,NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND,MONTHLY FILER
633,C00548420,NATIONAL DRAFT BEN CARSON FOR PRESIDENT COMMITTEE,QUARTERLY FILER
634,C00515387,NATIONAL HISPANIC AMERICAN ALLIANCE,QUARTERLY FILER
635,C00519363,NATIONAL HORIZON,QUARTERLY FILER
636,C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,QUARTERLY FILER
637,C00569939,NATIONAL ORGANIZATION FOR MARRIAGE VICTORY FUND,QUARTERLY FILER
638,C00567230,NATIONAL PROGRESS INITIATIVE,QUARTERLY FILER
639,C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,QUARTERLY FILER
640,C00569301,NATIONYES,QUARTERLY FILER
641,C00489815,NEA ADVOCACY FUND,QUARTERLY FILER
642,C00526939,NEBRASKA HORSE ASSOCIATION,QUARTERLY FILER
643,C00526921,NEVADA HORSE ASSOCIATION,QUARTERLY FILER
644,C00571604,NEW AMERICAN COALITION,QUARTERLY FILER
645,C00581868,NEW DAY FOR AMERICA,QUARTERLY FILER
646,C00582973,NEW DAY INDEPENDENT MEDIA COMMITTEE INC,QUARTERLY FILER
647,C00536417,NEW DEMOCRACY PAC,QUARTERLY FILER
648,C00566190,NEW ENERGY ECONOMY PAC,QUARTERLY FILER
649,C00586032,NEW GENERATION PAC,QUARTERLY FILER
650,C00527879,NEW HAMPSHIRE HORSE ASSOCIATION,QUARTERLY FILER
651,C00557561,NEW HAMPSHIRE PRIORITIES,QUARTERLY FILER
652,C00508556,NEW INDEPENDENT PARTY,QUARTERLY FILER
653,C00526848,NEW JERSEY HORSE ASSOCIATION,QUARTERLY FILER
654,C00525378,NEW JERSEY REPUBLICAN PROLIFE COALITION PAC,QUARTERLY FILER
655,C00586867,NEW LEADERSHIP FOR OHIO,QUARTERLY FILER
656,C00562108,NEW MAJORITY FOR MASSACHUSETTS,QUARTERLY FILER
657,C00526129,NEW MEXICO HORSE ASSOCIATION,QUARTERLY FILER
658,C00489252,NEW POWER PAC,QUARTERLY FILER
659,C00488494,NEW PROSPERITY FOUNDATION; THE,QUARTERLY FILER
660,C00566604,NEW REPUBLIC POLITICAL ACTION COMMITTEE,QUARTERLY FILER
661,C00544544,NEW REPUBLICAN.ORG,MONTHLY FILER
662,C00564419,NEW VOICE NEW VISION NEW NOVA,QUARTERLY FILER
663,C00527069,NEW YORK HORSE ASSOCIATION,QUARTERLY FILER
664,C00579045,NEW YORK JOBS COUNCIL,QUARTERLY FILER
665,C00547349,NEXTGEN CLIMATE ACTION COMMITTEE,MONTHLY FILER
666,C00543140,NINETY NINE PERCENT; THE,QUARTERLY FILER
667,C00547513,NO FOOLS ALLOWED NFA SUPER PAC,QUARTERLY FILER
668,C00575258,NO HATE IN OUR STATE,QUARTERLY FILER
669,C00557314,NO NEGOTIATIONS PAC,QUARTERLY FILER
670,C00574160,NO TO HRC 2016,QUARTERLY FILER
671,C00581256,NO WAY CLAY PAC,QUARTERLY FILER
672,C00548297,NONCOMFORMISTS UNITED,QUARTERLY FILER
673,C00527614,NORTH CAROLINA HORSE ASSOCIATION,QUARTERLY FILER
674,C00569236,NORTH CAROLINA PRIORITIES,QUARTERLY FILER
675,C00526756,NORTH DAKOTA HORSE ASSOCIATION,QUARTERLY FILER
676,C00582312,NORTH FLORIDA NEIGHBORS,QUARTERLY FILER
677,C00547778,NORTHEAST FOR WORKERS AND ECONOMIC DEVELOPMENT,QUARTERLY FILER
678,C00571349,NOT YOUR DISTRICT PAC,QUARTERLY FILER
679,C00513432,NOW OR NEVER PAC,MONTHLY FILER
680,C00507657,OCCUPYPOLITICS PAC INC,QUARTERLY FILER
681,C00557355,OCEAN MAJORITY PAC,QUARTERLY FILER
682,C00584961,OHIO FORWARD INDEPENDENT EXPEDITURE POLICTICAL COMMITTEE,QUARTERLY FILER
683,C00526723,OHIO HORSE ASSOCIATION,QUARTERLY FILER
684,C00490383,OHIO STATE TEA PARTY; THE,QUARTERLY FILER
685,C00569319,OHIOANS FOR A BETTER FUTURE,QUARTERLY FILER
686,C00568550,OHIOANS FOR ACCOUNTABLE GOVERNMENT,QUARTERLY FILER
687,C00512822,OHIOANS FOR OPPORTUNITY,QUARTERLY FILER
688,C00528869,OHIOANS UNITED ACTION FUND,QUARTERLY FILER
689,C00555060,OIL FIELD UNION LOCAL #5150,QUARTERLY FILER
690,C00527721,OKLAHOMA FORWARD PAC,QUARTERLY FILER
691,C00526103,OKLAHOMA HORSE ASSOCIATION,QUARTERLY FILER
692,C00549154,OKPAC,QUARTERLY FILER
693,C00570648,ONE TERM ONLY,QUARTERLY FILER
694,C00574277,ONE VOTE,QUARTERLY FILER
695,C00585331,ONE WORLD UNITED,QUARTERLY FILER
696,C00579086,ONLYRAND.COM,QUARTERLY FILER
697,C00580092,OPPORTUNITY AND FREEDOM I,QUARTERLY FILER
698,C00580969,OPPORTUNITY AND FREEDOM II,QUARTERLY FILER
699,C00573634,OPPORTUNITY AND FREEDOM PAC,QUARTERLY FILER
700,C00526731,OREGON HORSE ASSOCIATION,QUARTERLY FILER
701,C00561670,OUR AMERICA FUND,QUARTERLY FILER
702,C00570465,OUR AMERICA PAC,QUARTERLY FILER
703,C00555326,"OUR AMERICA, INC.",QUARTERLY FILER
704,C00567271,OUR BLUE HOPE,QUARTERLY FILER
705,C00577296,OUR CHILDREN'S FUTURE,QUARTERLY FILER
706,C00568220,OUR PATIENTS OUR VOICE PAC,QUARTERLY FILER
707,C00497412,OUR VOICE PAC,QUARTERLY FILER
708,C00568246,OUR VOICES MATTER,QUARTERLY FILER
709,C00531657,OUR WASHINGTON FIRST POLITICAL ACTION COMMITTEE,QUARTERLY FILER
710,C00573840,OUTSIDE THE BOX PAC,QUARTERLY FILER
711,C00588723,PA PROPERTY RIGHTS ALLIANCE,QUARTERLY FILER
712,C00545459,PA VICTORY FUND,QUARTERLY FILER
713,C00540807,PALMETTO CONSERVATIVES FUND,QUARTERLY FILER
714,C00503193,PARENTS FOR A BRIGHTER FUTURE,QUARTERLY FILER
715,C00582619,PARTNERSHIP FOR A BETTER AMERICA,QUARTERLY FILER
716,C00469890,PATRIOT MAJORITY PAC,QUARTERLY FILER
717,C00525386,PATRIOT PROSPERITY POLITICAL ACTION COMMITTEE,QUARTERLY FILER
718,C00552208,PATRIOTS AGAINST TAX TYRANTS,QUARTERLY FILER
719,C00498352,PATRIOTS FOR A BETTER AMERICA PAC,QUARTERLY FILER
720,C00534107,PATRIOTS FOR FREEDOM,QUARTERLY FILER
721,C00586826,PATRIOTS FOR TRUMP,QUARTERLY FILER
722,C00490896,PATRIOTS FUND,QUARTERLY FILER
723,C00577320,PATRIOTS UNITE PAC,QUARTERLY FILER
724,C00570705,PDX G AND C SUPER PAC,QUARTERLY FILER
725,C00570408,PEACE AND LIBERTY COMMITTEE,QUARTERLY FILER
726,C00526566,"PEACEFUL AMERICANS AGAINST WAR, VIOLENCE AND GUN PROLIFERATION",QUARTERLY FILER
727,C00527119,PENNSYLVANIA HORSE ASSOCIATION,QUARTERLY FILER
728,C00586453,PEOPLE FOR ECONOMIC & SOCIAL JUSTICE,QUARTERLY FILER
729,C00486878,PEOPLE'S MAJORITY,QUARTERLY FILER
730,C00559310,PEOPLES'S VOICE SUPER PAC; THE,QUARTERLY FILER
731,C00548214,PERSON TO PERSON PAC,QUARTERLY FILER
732,C00492553,PHYSICIANS FOR A BETTER HEALTHCARE FUTURE,QUARTERLY FILER
733,C00567404,PINOY PAC,QUARTERLY FILER
734,C00489799,PLANNED PARENTHOOD VOTES,MONTHLY FILER
735,C00528760,POLISH AMERICAN LEADERSHIP POLITICAL ACTION COMMITTEE,QUARTERLY FILER
736,C00571273,POLITICAL EARTHQUAKE PAC/GRASSROOTS4PALIN,QUARTERLY FILER
737,C00579300,POLITICAL MARKETPLACE; THE,QUARTERLY FILER
738,C00564922,POLITICAL PROGRESS,QUARTERLY FILER
739,C00520718,POLITICAL SUPER PAC,QUARTERLY FILER
740,C00570804,POPULAR PARTY POLITICAL ACTION COMMITTEE,QUARTERLY FILER
741,C00569673,PORT PROSPERITY,QUARTERLY FILER
742,C00570440,POT THE VOTE,QUARTERLY FILER
743,C00560532,PRESCRIPTION FOR AMERICA'S FUTURE,QUARTERLY FILER
744,C00523456,PRESERVE AMERICA'S FUTURE,QUARTERLY FILER
